"CVE_ID","CPE_Part","CPE_Vendor","CPE_Product"
"CVE-2017-5494","Application","B2evolution","B2evolution"
"CVE-2017-5495","Application","Quagga","Quagga"
"CVE-2017-5496","Application","Sawmill","Sawmill"
"CVE-2017-5498","Application","Jasper_project","Jasper"
"CVE-2017-5499","Application","Jasper_project","Jasper"
"CVE-2017-5500","Application","Jasper_project","Jasper"
"CVE-2017-5501","Application","Jasper_project","Jasper"
"CVE-2017-5502","Application","Jasper_project","Jasper"
"CVE-2017-5503","Application","Jasper_project","Jasper"
"CVE-2017-5504","Application","Jasper_project","Jasper"
"CVE-2017-5505","Application","Jasper_project","Jasper"
"CVE-2017-5506","Application","Imagemagick","Imagemagick"
"CVE-2017-5507","Application","Imagemagick","Imagemagick"
"CVE-2017-5508","Application","Imagemagick","Imagemagick"
"CVE-2017-5509","Application","Imagemagick","Imagemagick"
"CVE-2017-5510","Application","Imagemagick","Imagemagick"
"CVE-2017-5511","Application","Imagemagick","Imagemagick"
"CVE-2017-5515","Application","Metalgenix","Genixcms"
"CVE-2017-5516","Application","Metalgenix","Genixcms"
"CVE-2017-5517","Application","Metalgenix","Genixcms"
"CVE-2017-5518","Application","Metalgenix","Genixcms"
"CVE-2017-5519","Application","Metalgenix","Genixcms"
"CVE-2017-5520","Application","Metalgenix","Genixcms"
"CVE-2017-5521","Operating System","Netgear","Ac1450_firmware"
"CVE-2017-5522","Application","Umn","Mapserver"
"CVE-2017-5524","Application","Plone","Plone"
"CVE-2017-5525","Application","Qemu","Qemu"
"CVE-2017-5526","Application","Qemu","Qemu"
"CVE-2017-5527","Application","Tibco","Spotfire_server"
"CVE-2017-5528","Application","Tibco","Jaspersoft_for_aws_with_multitenancy"
"CVE-2017-5529","Application","Tibco","Jasperreports_library_community_edition"
"CVE-2017-5537","Application","Weblate","Weblate"
"CVE-2017-5538","Operating System","Samsung","Samsung_mobile"
"CVE-2017-5539","Application","B2evolution","B2evolution"
"CVE-2017-5541","Application","Symphony-cms","Symphony_cms"
"CVE-2017-5542","Application","Symphony-cms","Symphony_cms"
"CVE-2017-5543","Application","Intelliants","Subrion_cms"
"CVE-2017-5544","Operating System","Fiberhomegroup","Fengine_s5800_firmware"
"CVE-2017-5545","Application","Libimobiledevice","Libplist"
"CVE-2017-5546","Operating System","Linux","Linux_kernel"
"CVE-2017-5547","Operating System","Linux","Linux_kernel"
"CVE-2017-5548","Operating System","Linux","Linux_kernel"
"CVE-2017-5549","Operating System","Linux","Linux_kernel"
"CVE-2017-5550","Operating System","Linux","Linux_kernel"
"CVE-2017-5551","Operating System","Linux","Linux_kernel"
"CVE-2017-5552","Application","Qemu","Qemu"
"CVE-2017-5553","Application","B2evolution","B2evolution"
"CVE-2017-5554","Operating System","Oneplus","Oxygenos"
"CVE-2017-5556","Application","Foxitsoftware","Phantompdf"
"CVE-2017-5563","Application","Libtiff","Libtiff"
"CVE-2017-5565","Application","Trendmicro","Premium_security"
"CVE-2017-5566","Application","Avg","Ultimate"
"CVE-2017-5567","Application","Avast","Internet_security"
"CVE-2017-5569","Application","Eclinicalworks","Patient_portal"
"CVE-2017-5570","Application","Eclinicalworks","Patient_portal"
"CVE-2017-5571","Application","Flexerasoftware","Flexnet_publisher"
"CVE-2017-5572","Application","Citrix","Xenserver"
"CVE-2017-5573","Application","Citrix","Xenserver"
"CVE-2017-5574","Application","Metalgenix","Genixcms"
"CVE-2017-5575","Application","Metalgenix","Genixcms"
"CVE-2017-5576","Operating System","Linux","Linux_kernel"
"CVE-2017-5577","Operating System","Linux","Linux_kernel"
"CVE-2017-5578","Application","Qemu","Qemu"
"CVE-2017-5579","Application","Qemu","Qemu"
"CVE-2017-5580","Application","Virglrenderer_project","Virglrenderer"
"CVE-2017-5581","Application","Tigervnc","Tigervnc"
"CVE-2017-5583","Operating System","Paloaltonetworks","Pan-os"
"CVE-2017-5584","Operating System","Paloaltonetworks","Pan-os"
"CVE-2017-5585","Application","Opentext","Documentum_content_server"
"CVE-2017-5586","Application","Opentext","Documentum_d2"
"CVE-2017-5589","Application","Yaxim","Bruno"
"CVE-2017-5590","Application","Chatsecure","Chatsecure"
"CVE-2017-5591","Application","Sleekxmpp_project","Sleekxmpp"
"CVE-2017-5592","Application","Profanity","Profanity"
"CVE-2017-5593","Application","Psi-plus","Psi%2b"
"CVE-2017-5594","Application","Pagekit_project","Pagekit"
"CVE-2017-5595","Application","Zoneminder","Zoneminder"
"CVE-2017-5596","Application","Wireshark","Wireshark"
"CVE-2017-5597","Application","Wireshark","Wireshark"
"CVE-2017-5598","Application","Eclinicalworks","Patient_portal"
"CVE-2017-5599","Application","Eclinicalworks","Patient_portal"
"CVE-2017-5600","Application","Netapp","Oncommand_insight"
"CVE-2017-5601","Application","Libarchive","Libarchive"
"CVE-2017-5602","Application","Jappix_project","Jappix"
"CVE-2017-5603","Application","Jitsi","Jitsi"
"CVE-2017-5604","Application","Mcabber","Mcabber"
"CVE-2017-5605","Application","Movim","Movim"
"CVE-2017-5606","Application","Xabber","Xabber"
"CVE-2017-5607","Application","Splunk","Splunk"
"CVE-2017-5608","Application","Piwigo","Piwigo"
"CVE-2017-5609","Application","S9y","Serendipity"
"CVE-2017-5610","Application","Wordpress","Wordpress"
"CVE-2017-5611","Application","Wordpress","Wordpress"
"CVE-2017-5612","Application","Wordpress","Wordpress"
"CVE-2017-5613","Application","Cpanel","Cgiecho"
"CVE-2017-5614","Application","Cpanel","Cgiecho"
"CVE-2017-5615","Application","Cpanel","Cgiecho"
"CVE-2017-5616","Application","Cpanel","Cgiecho"
"CVE-2017-5617","Operating System","Debian","Debian_linux"
"CVE-2017-5618","Application","Gnu","Screen"
"CVE-2017-5619","Application","Zammad","Zammad"
"CVE-2017-5620","Application","Zammad","Zammad"
"CVE-2017-5621","Application","Zammad","Zammad"
"CVE-2017-5622","Operating System","Oneplus","Oxygenos"
"CVE-2017-5623","Operating System","Oneplus","Oxygenos"
"CVE-2017-5624","Operating System","Oneplus","Oxygenos"
"CVE-2017-5625","Operating System","Oneplus","Oxygenos"
"CVE-2017-5626","Operating System","Oneplus","Oxygenos"
"CVE-2017-5627","Application","Artifex","Mujs"
"CVE-2017-5628","Application","Artifex","Mujs"
"CVE-2017-5630","Application","Pear","Pear"
"CVE-2017-5631","Application","Kmc_information_systems","Caseaware"
"CVE-2017-5632","Operating System","Asus","Rt-n56u_firmware"
"CVE-2017-5633","Operating System","D-link","Di-524_firmware"
"CVE-2017-5634","Application","Norwegian-air","Norwegian_air_kiosk"
"CVE-2017-5638","Application","Apache","Struts"
"CVE-2017-5640","Application","Apache","Impala"
"CVE-2017-5642","Application","Apache","Ambari"
"CVE-2017-5643","Application","Apache","Camel"
"CVE-2017-5644","Application","Apache","Poi"
"CVE-2017-5645","Application","Apache","Log4j"
"CVE-2017-5646","Application","Apache","Knox"
"CVE-2017-5647","Application","Apache","Tomcat"
"CVE-2017-5648","Application","Apache","Tomcat"
"CVE-2017-5649","Application","Apache","Geode"
"CVE-2017-5650","Application","Apache","Tomcat"
"CVE-2017-5651","Application","Apache","Tomcat"
"CVE-2017-5652","Application","Apache","Impala"
"CVE-2017-5653","Application","Apache","Cxf"
"CVE-2017-5654","Application","Apache","Ambari"
"CVE-2017-5655","Application","Apache","Ambari"
"CVE-2017-5656","Application","Apache","Cxf"
"CVE-2017-5657","Application","Apache","Archiva"
"CVE-2017-5659","Application","Apache","Traffic_server"
"CVE-2017-5661","Application","Apache","Formatting_objects_processor"
"CVE-2017-5662","Application","Apache","Batik"
"CVE-2017-5664","Application","Apache","Tomcat"
"CVE-2017-5665","Application","Libmp3splt_project","Libmp3splt"
"CVE-2017-5666","Application","Mp3splt_project","Mp3splt"
"CVE-2017-5667","Application","Qemu","Qemu"
"CVE-2017-5668","Application","Bitlbee","Bitlbee"
"CVE-2017-5669","Operating System","Linux","Linux_kernel"
"CVE-2017-5670","Operating System","Riverbed","Rios"
"CVE-2017-5671","Operating System","Honeywell","Intermec_pm43_firmware"
"CVE-2017-5672","Application","Kony","Enterprise_mobile_management"
"CVE-2017-5673","Application","Kunena","Kunena"
"CVE-2017-5674","Application","Embedthis","Goahead"
"CVE-2017-5675","Application","Embedthis","Goahead"
"CVE-2017-5677","Application","Pear","Html_ajax"
"CVE-2017-5681","Application","Intel","Quickassist_technology_engine"
"CVE-2017-5682","Application","Intel","Mpi_library"
"CVE-2017-5683","Application","Intel","Hardware_accelerated_execution_manager"
"CVE-2017-5684","Operating System","Intel","Stk2mv64cc_bios"
"CVE-2017-5685","Operating System","Intel","Nuc6i7kyk_bios"
"CVE-2017-5686","Operating System","Intel","Nuc6i3syh_bios"
"CVE-2017-5688","Application","Intel","Solid_state_drive_toolbox"
"CVE-2017-5689","Operating System","Intel","Active_management_technology_firmware"
"CVE-2017-5697","Operating System","Intel","Active_management_technology_firmware"
"CVE-2017-5830","Application","Revive-adserver","Revive_adserver"
"CVE-2017-5831","Application","Revive-adserver","Revive_adserver"
"CVE-2017-5832","Application","Revive-adserver","Revive_adserver"
"CVE-2017-5833","Application","Revive-adserver","Revive_adserver"
"CVE-2017-5834","Application","Libimobiledevice","Libplist"
"CVE-2017-5835","Application","Libimobiledevice","Libplist"
"CVE-2017-5836","Application","Libimobiledevice","Libplist"
"CVE-2017-5837","Application","Gstreamer_project","Gstreamer"
"CVE-2017-5838","Application","Gstreamer_project","Gstreamer"
"CVE-2017-5839","Application","Gstreamer_project","Gstreamer"
"CVE-2017-5840","Application","Gstreamer_project","Gstreamer"
"CVE-2017-5841","Application","Gstreamer_project","Gstreamer"
"CVE-2017-5842","Application","Gstreamer_project","Gstreamer"
"CVE-2017-5843","Application","Gstreamer_project","Gstreamer"
"CVE-2017-5844","Application","Gstreamer_project","Gstreamer"
"CVE-2017-5845","Application","Gstreamer_project","Gstreamer"
"CVE-2017-5846","Application","Gstreamer_project","Gstreamer"
"CVE-2017-5847","Application","Gstreamer_project","Gstreamer"
"CVE-2017-5848","Application","Gstreamer_project","Gstreamer"
"CVE-2017-5849","Operating System","Fedoraproject","Fedora"
"CVE-2017-5850","Operating System","Openbsd","Openbsd"
"CVE-2017-5851","Application","Mp3splt_project","Mp3splt"
"CVE-2017-5852","Application","Podofo_project","Podofo"
"CVE-2017-5853","Application","Podofo_project","Podofo"
"CVE-2017-5854","Application","Podofo_project","Podofo"
"CVE-2017-5855","Application","Podofo_project","Podofo"
"CVE-2017-5856","Application","Qemu","Qemu"
"CVE-2017-5857","Application","Qemu","Qemu"
"CVE-2017-5858","Application","Conversejs","Converse.js"
"CVE-2017-5859","Operating System","Cambium_networks","Cnpilot_r200_series_firmware"
"CVE-2017-5865","Application","Owncloud","Owncloud"
"CVE-2017-5866","Application","Owncloud","Owncloud"
"CVE-2017-5867","Application","Owncloud","Owncloud"
"CVE-2017-5868","Application","Openvpn","Openvpn_access_server"
"CVE-2017-5869","Application","Nuxeo","Nuxeo"
"CVE-2017-5870","Application","Vimbadmin","Vimbadmin"
"CVE-2017-5872","Application","Unisys","Clearpath_mcp"
"CVE-2017-5873","Application","Unisys","Secure_partitioning"
"CVE-2017-5874","Operating System","D-link","Dir-600m_firmware"
"CVE-2017-5875","Application","Dotcms","Dotcms"
"CVE-2017-5876","Application","Dotcms","Dotcms"
"CVE-2017-5877","Application","Dotcms","Dotcms"
"CVE-2017-5878","Application","Red5","Media_server"
"CVE-2017-5879","Application","Exponentcms","Exponent_cms"
"CVE-2017-5880","Application","Splunk","Splunk"
"CVE-2017-5881","Application","Gomlab","Gom_player"
"CVE-2017-5882","Application","Sanadata","Sanacms"
"CVE-2017-5884","Application","Gnome","Gtk-vnc"
"CVE-2017-5885","Application","Gnome","Gtk-vnc"
"CVE-2017-5886","Application","Podofo_project","Podofo"
"CVE-2017-5887","Application","Starscream_project","Starscream"
"CVE-2017-5891","Operating System","Asus","Rt-ac1750_firmware"
"CVE-2017-5892","Operating System","Asus","Rt-ac1750_firmware"
"CVE-2017-5896","Application","Artifex","Mupdf"
"CVE-2017-5897","Operating System","Linux","Linux_kernel"
"CVE-2017-5898","Operating System","Suse","Linux_enterprise_server"
"CVE-2017-5899","Application","S-nail_project","S-nail"
"CVE-2017-5900","Operating System","Netcomm","Nb16wv-02_firmware"
"CVE-2017-5901","Application","State_bank_of_india","State_bank_anywhere"
"CVE-2017-5902","Application","Payquicker","Payquicker"
"CVE-2017-5905","Application","Dollar_bank","Dollar_bank_mobile"
"CVE-2017-5906","Application","Everyday_health_inc","Diabetes_in_check%3a_blood_glucose_%26_carb_tracker"
"CVE-2017-5907","Application","Great_southern_bank","Great_southern_mobile_banking"
"CVE-2017-5908",NA,NA,NA
"CVE-2017-5909","Application","Electronic_funds_source_llc","Efs_mobile_driver_source"
"CVE-2017-5911","Application","Banco_santander_mexico_sa","Supermovil"
"CVE-2017-5912","Application","Forex","Forextrader"
"CVE-2017-5913","Application","Forex","Tradeking_forex"
"CVE-2017-5914","Application","Dot_it","Banque_zitouna"
"CVE-2017-5915","Application","Emirates_nbd_bank_p.j.s.c","Emirates_nbd_ksa"
"CVE-2017-5916","Application","America%27s_first_federal_credit_union","America%27s_first_fcu_mobile_banking"
"CVE-2017-5917",NA,NA,NA
"CVE-2017-5918","Application","Banco_de_costa_rica","Bcr_movil"
"CVE-2017-5919","Application","21st_century_insurance","21st_century_insurance"
"CVE-2017-5923","Application","Virustotal","Yara"
"CVE-2017-5924","Application","Virustotal","Yara"
"CVE-2017-5925","Hardware Platform","Amd","Fx-8350_8-core"
"CVE-2017-5926","Hardware Platform","Amd","Fx-8350_8-core"
"CVE-2017-5927","Hardware Platform","Amd","Fx-8350_8-core"
"CVE-2017-5928","Application","W3c","High_resolution_time_api"
"CVE-2017-5929","Application","Logback","Logback"
"CVE-2017-5930","Operating System","Opensuse_project","Leap"
"CVE-2017-5931","Application","Qemu","Qemu"
"CVE-2017-5932","Application","Gnu","Bash"
"CVE-2017-5933","Application","Citrix","Netscaler_application_delivery_controller_firmware"
"CVE-2017-5936","Operating System","Canonical","Ubuntu_linux"
"CVE-2017-5937","Application","Virglrenderer_project","Virglrenderer"
"CVE-2017-5938","Operating System","Debian","Debian_linux"
"CVE-2017-5940","Application","Firejail_project","Firejail"
"CVE-2017-5941","Application","Node-serialize_project","Node-serialize"
"CVE-2017-5942","Application","Wordpress","Mail_plugin"
"CVE-2017-5943","Application","Bestpractical","Request_tracker"
"CVE-2017-5944","Application","Bestpractical","Request_tracker"
"CVE-2017-5945","Application","Poodll","Moodle-filter_poodll"
"CVE-2017-5946","Application","Rubyzip","Rubyzip"
"CVE-2017-5948","Operating System","Oneplus","Oxygenos"
"CVE-2017-5949","Application","Apple","Safari"
"CVE-2017-5950","Application","Yaml-cpp_project","Yaml-cpp"
"CVE-2017-5951","Application","Artifex","Ghostscript"
"CVE-2017-5953","Application","Vim","Vim"
"CVE-2017-5954","Application","Serialize-to-js_project","Serialize-to-js"
"CVE-2017-5956","Application","Virglrenderer_project","Virglrenderer"
"CVE-2017-5957","Application","Qemu","Qemu"
"CVE-2017-5959","Application","Metalgenix","Genixcms"
"CVE-2017-5960","Application","Phalconeye_project","Phalconeye"
"CVE-2017-5961","Application","Ionizecms","Ionize"
"CVE-2017-5962","Application","Typo3","Typo3"
"CVE-2017-5963","Application","Typo3","Typo3"
"CVE-2017-5964","Application","Emoncms","Emoncms"
"CVE-2017-5965","Application","Sitecore","Crm"
"CVE-2017-5966","Application","Sitecore","Crm"
"CVE-2017-5967","Operating System","Linux","Linux_kernel"
"CVE-2017-5969","Application","Xmlsoft","Libxml2"
"CVE-2017-5970","Operating System","Linux","Linux_kernel"
"CVE-2017-5972","Operating System","Linux","Linux_kernel"
"CVE-2017-5973","Application","Qemu","Qemu"
"CVE-2017-5974","Application","Zziplib_project","Zziplib"
"CVE-2017-5975","Application","Zziplib_project","Zziplib"
"CVE-2017-5976","Application","Zziplib_project","Zziplib"
"CVE-2017-5977","Application","Zziplib_project","Zziplib"
"CVE-2017-5978","Application","Zziplib_project","Zziplib"
"CVE-2017-5979","Application","Zziplib_project","Zziplib"
"CVE-2017-5980","Application","Zziplib_project","Zziplib"
"CVE-2017-5981","Application","Zziplib_project","Zziplib"
"CVE-2017-5982","Application","Kodi","Kodi"
"CVE-2017-5983","Application","Atlassian","Jira"
"CVE-2017-5985","Application","Linuxcontainers","Lxc"
"CVE-2017-5986","Operating System","Linux","Linux_kernel"
"CVE-2017-5987","Application","Qemu","Qemu"
"CVE-2017-5988","Application","Netapp","Clustered_data_ontap"
"CVE-2017-5990","Application","Phreesoft","Phreebookserp"
"CVE-2017-5991","Application","Artifex","Mupdf"
"CVE-2017-5992","Application","Python","Openpyxl"
"CVE-2017-5993","Application","Virglrenderer_project","Virglrenderer"
"CVE-2017-5994","Application","Virglrenderer_project","Virglrenderer"
"CVE-2017-5995","Application","Netapp","Ontap_select_administration_utility"
"CVE-2017-5997","Application","Sap","Sap_kernel"
"CVE-2017-5998","Application","Intersect_alliance","Snare_epilog"
"CVE-2017-5999","Application","Syspass","Syspass"
"CVE-2017-6000",NA,NA,NA
"CVE-2017-6001","Operating System","Linux","Linux_kernel"
"CVE-2017-6002","Application","Intelliants","Subrion_cms"
"CVE-2017-6003","Application","Dotcms","Dotcms"
"CVE-2017-6004","Application","Pcre","Pcre"
"CVE-2017-6006",NA,NA,NA
"CVE-2017-6009","Application","Icoutils_project","Icoutils"
"CVE-2017-6010","Application","Icoutils_project","Icoutils"
"CVE-2017-6011","Application","Icoutils_project","Icoutils"
"CVE-2017-6013","Application","Intelliants","Subrion_cms"
"CVE-2017-6014","Application","Wireshark","Wireshark"
"CVE-2017-6016","Application","Leao_consultoria_e_desenvolvimento_de_sistemas","Ltda_me_laquis_scada"
"CVE-2017-6017","Operating System","Schneider-electric","M340_plc_firmware"
"CVE-2017-6018",NA,NA,NA
"CVE-2017-6019","Operating System","Schneider-electric","Conext_combox_865-1058_firmware"
"CVE-2017-6022","Application","Bd","Performa"
"CVE-2017-6023","Operating System","Fatek_automation","_ethernet_module_configuration_tool_cm55e_firmware"
"CVE-2017-6024","Operating System","Rockwellautomation","Controllogix_5580_firmware"
"CVE-2017-6025","Application","Codesys","Web_server"
"CVE-2017-6026","Operating System","Schneider-electric","Modicon_m241_firmware"
"CVE-2017-6027","Application","Codesys","Web_server"
"CVE-2017-6028","Operating System","Schneider-electric","Modicon_m241_firmware"
"CVE-2017-6029","Application","Certec_edv_gmbh","Atvise_scada"
"CVE-2017-6030","Operating System","Schneider-electric","Modicon_m241_firmware"
"CVE-2017-6031","Application","Certec_edv_gmbh","Atvise_scada"
"CVE-2017-6032","Operating System","Schneider-electric","Modbus_firmware"
"CVE-2017-6033","Application","Schneider-electric","Interactive_graphical_scada_system"
"CVE-2017-6034","Operating System","Schneider-electric","Modbus_firmware"
"CVE-2017-6035","Application","We-con","Levi_studio_hmi_editor"
"CVE-2017-6036","Operating System","Belden_hirschmann","Gecko_lite_managed_switch_firmware"
"CVE-2017-6037","Application","We-con","Levi_studio_hmi_editor"
"CVE-2017-6038","Operating System","Belden_hirschmann","Gecko_lite_managed_switch_firmware"
"CVE-2017-6039","Operating System","Phoenixbroadband","Poweragent_sc3_bms_firmware"
"CVE-2017-6040","Operating System","Belden_hirschmann","Gecko_lite_managed_switch_firmware"
"CVE-2017-6041","Operating System","Marel","V36b_firmware"
"CVE-2017-6042","Operating System","Sierra_wireless","Airlink_raven_xe_firmware"
"CVE-2017-6043","Application","Trihedral","Vtscada"
"CVE-2017-6044","Operating System","Sierra_wireless","Airlink_raven_xe_firmware"
"CVE-2017-6045","Application","Trihedral","Vtscada"
"CVE-2017-6046","Operating System","Sierra_wireless","Airlink_raven_xe_firmware"
"CVE-2017-6048","Application","Satel-iberia","Sennet_optimal_datalogger"
"CVE-2017-6050","Application","Ecava","Integraxor"
"CVE-2017-6051","Application","Blftech","Visualview_hmi"
"CVE-2017-6052","Application","Hyundaiusa","Blue_link"
"CVE-2017-6053","Application","Trihedral","Vtscada"
"CVE-2017-6054","Application","Hyundaiusa","Blue_link"
"CVE-2017-6055","Application","Eparaksts","Eparakstitajs_3"
"CVE-2017-6056","Application","Apache","Tomcat "
"CVE-2017-6058","Application","Qemu","Qemu"
"CVE-2017-6059","Application","Pingidentity","Mod_auth_openidc"
"CVE-2017-6060","Application","Artifex","Mupdf"
"CVE-2017-6061","Application","Sap","Businessobjects_financial_consolidation"
"CVE-2017-6062","Application","Pingidentity","Mod_auth_openidc"
"CVE-2017-6065","Application","Metalgenix","Genixcms"
"CVE-2017-6066","Application","Intelliants","Subrion_cms"
"CVE-2017-6067","Application","Getsymphony","Symphony_cms"
"CVE-2017-6068","Application","Intelliants","Subrion_cms"
"CVE-2017-6069","Application","Intelliants","Subrion_cms"
"CVE-2017-6070","Application","Cmsmadesimple","Form_builder"
"CVE-2017-6071","Application","Cmsmadesimple","Form_builder"
"CVE-2017-6072","Application","Cmsmadesimple","Form_builder"
"CVE-2017-6074","Operating System","Linux","Linux_kernel"
"CVE-2017-6076","Application","Wolfssl","Wolfssl"
"CVE-2017-6077","Operating System","Netgear","Dgn2200_firmware"
"CVE-2017-6078","Application","Faststone","Maxview"
"CVE-2017-6079","Operating System","Edgewater_networks","Edgemarc_firmware"
"CVE-2017-6080","Application","Zammad","Zammad"
"CVE-2017-6081","Application","Zammad","Zammad"
"CVE-2017-6086","Application","Vimbadmin","Vimbadmin"
"CVE-2017-6087","Application","Eonweb_project","Eonweb"
"CVE-2017-6088","Application","Eyesofnetwork","Eyesofnetwork"
"CVE-2017-6095","Application","Mail-masta","Mail-masta_plugin"
"CVE-2017-6096","Application","Mail-masta","Mail-masta_plugin"
"CVE-2017-6097","Application","Mail-masta","Mail-masta_plugin"
"CVE-2017-6098","Application","Mail-masta","Mail-masta_plugin"
"CVE-2017-6099","Application","Paypal","Merchant-sdk-php"
"CVE-2017-6100","Application","Tcpdf_project","Tcpdf"
"CVE-2017-6102","Application","Rockhoist_badges_project","Rockhoist_badges_plugin"
"CVE-2017-6103","Application","Anyvar_project","Anyvar_plugin"
"CVE-2017-6104","Application","Mobile_app_builder","Mobile_app_builder_plugin"
"CVE-2017-6127","Operating System","Digisol","Dg-hr1400_firmware"
"CVE-2017-6128","Application","F5","Big-ip_advanced_firewall_manager"
"CVE-2017-6130","Application","F5","Ssl_orchestrator"
"CVE-2017-6131","Application","F5","Big-ip_application_security_manager"
"CVE-2017-6137","Application","F5","Big-ip_access_policy_manager"
"CVE-2017-6178","Application","Usbpcap_project","Usbpcap"
"CVE-2017-6180","Operating System","Keekoonvision","Kk002_ip_camera_firmware"
"CVE-2017-6181","Application","Ruby-lang","Ruby"
"CVE-2017-6182","Application","Sophos","Web_appliance"
"CVE-2017-6183","Application","Sophos","Web_appliance"
"CVE-2017-6184","Application","Sophos","Web_appliance"
"CVE-2017-6186","Application","Bitdefender","Total_security"
"CVE-2017-6187","Application","Disksavvy","Disksavvy_enterprise"
"CVE-2017-6188","Application","Munin-monitoring","Munin"
"CVE-2017-6189","Application","Amazon","Kindle_for_pc"
"CVE-2017-6190","Operating System","Dlink","Dwr-116_firmware"
"CVE-2017-6191","Application","Apng_disassembler_project","Apng_disassembler"
"CVE-2017-6194","Application","Radare","Radare2"
"CVE-2017-6195","Application","Ipswitch","Moveit_dmz"
"CVE-2017-6196","Application","Artifex","Afpl_ghostscript"
"CVE-2017-6197","Application","Radare","Radare2"
"CVE-2017-6205","Operating System","Dlink","Websmart_dgs-1510_series_firmware"
"CVE-2017-6206","Operating System","Dlink","Websmart_dgs-1510_series_firmware"
"CVE-2017-6207",NA,NA,NA
"CVE-2017-6209","Application","Virglrenderer_project","Virglrenderer"
"CVE-2017-6210","Application","Virglrenderer_project","Virglrenderer"
"CVE-2017-6214","Operating System","Linux","Linux_kernel"
"CVE-2017-6247","Operating System","Google","Android"
"CVE-2017-6248","Operating System","Google","Android"
"CVE-2017-6249","Operating System","Google","Android"
"CVE-2017-6250","Application","Nvidia","Geforce_experience"
"CVE-2017-6297","Operating System","Mikrotik","Routeros"
"CVE-2017-6298","Application","Ytnef_project","Ytnef"
"CVE-2017-6299","Application","Ytnef_project","Ytnef"
"CVE-2017-6300","Application","Ytnef_project","Ytnef"
"CVE-2017-6301","Application","Ytnef_project","Ytnef"
"CVE-2017-6302","Application","Ytnef_project","Ytnef"
"CVE-2017-6303","Application","Ytnef_project","Ytnef"
"CVE-2017-6304","Application","Ytnef_project","Ytnef"
"CVE-2017-6305","Application","Ytnef_project","Ytnef"
"CVE-2017-6306","Application","Ytnef_project","Ytnef"
"CVE-2017-6307","Application","Tnef_project","Tnef"
"CVE-2017-6308","Application","Tnef_project","Tnef"
"CVE-2017-6309","Application","Tnef_project","Tnef"
"CVE-2017-6310","Application","Tnef_project","Tnef"
"CVE-2017-6311","Application","Gnome","Gdk-pixbuf"
"CVE-2017-6312","Application","Gnome","Gdk-pixbuf"
"CVE-2017-6313","Application","Gnome","Gdk-pixbuf"
"CVE-2017-6314","Application","Gnome","Gdk-pixbuf"
"CVE-2017-6316",NA,NA,NA
"CVE-2017-6317","Application","Virglrenderer_project","Virglrenderer"
"CVE-2017-6318","Operating System","Novell","Leap"
"CVE-2017-6319","Application","Radare","Radare2"
"CVE-2017-6320",NA,NA,NA
"CVE-2017-6324","Application","Symantec","Messaging_gateway"
"CVE-2017-6325","Application","Symantec","Messaging_gateway"
"CVE-2017-6326","Application","Symantec","Messaging_gateway"
"CVE-2017-6334","Operating System","Netgear","Dgn2200_series_firmware"
"CVE-2017-6335","Application","Graphicsmagick","Graphicsmagick"
"CVE-2017-6338","Application","Trendmicro","Interscan_web_security_virtual_appliance"
"CVE-2017-6339","Application","Trendmicro","Interscan_web_security_virtual_appliance"
"CVE-2017-6340","Application","Trendmicro","Interscan_web_security_virtual_appliance"
"CVE-2017-6341","Operating System","Dahuasecurity","Smartpss_firmware"
"CVE-2017-6342","Operating System","Dahuasecurity","Smartpss_firmware"
"CVE-2017-6343","Operating System","Dahuasecurity","Smartpss_firmware"
"CVE-2017-6344","Application","Grails","Pdf_plugin"
"CVE-2017-6345","Operating System","Linux","Linux_kernel"
"CVE-2017-6346","Operating System","Linux","Linux_kernel"
"CVE-2017-6347","Operating System","Linux","Linux_kernel"
"CVE-2017-6348","Operating System","Linux","Linux_kernel"
"CVE-2017-6349","Application","Vim","Vim"
"CVE-2017-6350","Application","Vim","Vim"
"CVE-2017-6351","Operating System","Wepresent","Wipg-1500_firmware"
"CVE-2017-6353","Operating System","Linux","Linux_kernel"
"CVE-2017-6355","Application","Freedesktop","Virglrenderer"
"CVE-2017-6356","Application","Palo_alto_networks","Terminal_services_agent"
"CVE-2017-6359","Operating System","Qnap","Qts"
"CVE-2017-6360","Operating System","Qnap","Qts"
"CVE-2017-6361","Operating System","Qnap","Qts"
"CVE-2017-6366","Operating System","Netgear","Dgn2200_firmware"
"CVE-2017-6367","Application","Cerberusftp","Ftp_server"
"CVE-2017-6369","Application","Firebirdsql","Firebird"
"CVE-2017-6370","Application","Typo3","Typo3"
"CVE-2017-6377","Application","Drupal","Drupal"
"CVE-2017-6379","Application","Drupal","Drupal"
"CVE-2017-6381","Application","Drupal","Drupal"
"CVE-2017-6383",NA,NA,NA
"CVE-2017-6384","Application","Atheme","Atheme"
"CVE-2017-6386","Application","Virglrenderer_project","Virglrenderer"
"CVE-2017-6387","Application","Radare","Radare2"
"CVE-2017-6390","Application","Soruly","Whatanime.ga"
"CVE-2017-6391","Application","Kaltura","Kaltura_server"
"CVE-2017-6392","Application","Kaltura","Kaltura_server"
"CVE-2017-6393","Application","Nagvis","Nagvis"
"CVE-2017-6394","Application","Openemr","Openemr"
"CVE-2017-6395","Application","Hashover_project","Hashover"
"CVE-2017-6396","Application","Webpagetest_project","Webpagetest"
